"Version (0 = Fixed Task)","Task","Concept","Att 1 - Panel Efficiency","Att 2 - Panel Visibility","Att 3 - Inverter Type","Att 4 - Failure in First Five Years","Att 5 - Environmental Benefits","Att 6 - Savings in 25 Years"
141,5,3,2,1,2,2,3,5
141,6,1,2,2,2,4,3,1
141,6,2,3,1,3,2,1,1
141,6,3,1,1,3,3,2,2
141,7,1,1,2,1,1,1,2
141,7,2,2,2,1,4,1,3
141,7,3,1,1,3,2,2,4
141,8,1,3,1,2,2,3,4
141,8,2,2,1,1,1,3,5
141,8,3,3,2,2,1,1,4
141,9,1,3,1,1,4,3,5
141,9,2,2,2,3,2,2,4
141,9,3,1,1,2,3,2,5
141,10,1,1,2,1,4,1,2
141,10,2,2,1,3,1,1,1
141,10,3,3,1,2,3,3,2
141,11,1,3,2,1,3,3,3
141,11,2,1,2,2,2,3,1
141,11,3,2,1,3,4,2,3
141,12,1,1,2,2,4,2,1
141,12,2,3,1,3,3,1,2
141,12,3,2,2,1,2,1,1
141,13,1,1,1,1,1,3,4
141,13,2,3,2,1,3,2,5
141,13,3,2,1,2,2,1,3
141,14,1,2,2,1,1,2,4
141,14,2,3,1,2,1,1,3
141,14,3,1,2,3,2,3,5
141,15,1,2,1,3,4,1,2
141,15,2,1,2,3,4,3,1
141,15,3,3,2,1,2,2,2
142,1,1,2,1,1,1,2,4
142,1,2,2,2,3,4,1,5
142,1,3,1,1,2,3,3,5
142,2,1,3,1,1,3,2,1
142,2,2,1,1,3,4,3,3
142,2,3,3,2,2,2,1,3
142,3,1,2,2,2,1,3,5
142,3,2,3,2,3,3,1,4
142,3,3,2,1,1,4,2,3
142,4,1,3,2,2,1,3,2
142,4,2,3,1,2,4,1,2
142,4,3,1,1,3,2,2,4
142,5,1,1,1,3,2,1,1
142,5,2,1,1,1,3,2,2
142,5,3,2,2,2,1,2,1
142,6,1,1,1,1,2,1,5
142,6,2,2,2,3,4,3,3
142,6,3,1,2,2,3,3,5
142,7,1,2,2,3,4,2,2
142,7,2,3,2,1,1,1,4
142,7,3,2,1,2,2,3,4
142,8,1,3,1,3,3,3,1
142,8,2,1,2,1,1,2,3
142,8,3,3,1,2,4,1,1
142,9,1,1,1,2,4,2,5
142,9,2,3,2,3,1,3,5
142,9,3,2,2,1,3,3,4
142,10,1,2,2,2,2,1,2
142,10,2,2,1,1,2,3,3
142,10,3,1,1,3,3,1,1
142,11,1,1,2,2,3,2,3
142,11,2,3,2,1,4,1,5
142,11,3,3,1,3,1,2,5
142,12,1,3,1,2,1,1,1
142,12,2,2,1,1,3,3,2
142,12,3,1,2,3,1,1,1
142,13,1,3,2,1,2,3,2
142,13,2,1,1,1,4,2,2
142,13,3,2,2,2,2,2,4
142,14,1,3,1,3,1,2,4
142,14,2,2,2,3,3,3,3
142,14,3,1,2,2,3,1,5
142,15,1,1,2,1,4,2,4
142,15,2,2,1,3,2,1,3
142,15,3,3,1,3,2,3,3
143,1,1,3,1,1,1,2,1
143,1,2,3,2,2,4,3,1
143,1,3,2,1,2,4,2,2
143,2,1,1,1,1,2,1,4
143,2,2,1,2,3,1,3,3
143,2,3,2,2,2,4,2,5
143,3,1,1,1,1,1,3,4
143,3,2,3,2,2,2,3,3
143,3,3,2,1,3,3,1,4
143,4,1,2,2,1,1,1,4
143,4,2,1,1,2,4,3,3
143,4,3,3,2,3,3,1,5
143,5,1,1,1,2,3,2,1
143,5,2,2,2,1,3,1,2
143,5,3,2,2,3,2,2,2
143,6,1,3,1,1,2,3,1
143,6,2,2,2,1,3,1,1
143,6,3,1,1,3,1,3,2
143,7,1,1,2,3,1,1,5
143,7,2,3,2,2,4,3,4
143,7,3,3,1,2,4,2,3
143,8,1,3,2,3,1,2,5
143,8,2,2,1,1,4,3,5
143,8,3,1,2,2,3,2,3
143,9,1,1,1,2,2,1,1
143,9,2,3,2,1,2,3,1
143,9,3,2,1,3,1,1,2
143,10,1,3,1,2,3,2,4
143,10,2,1,1,1,2,2,5
143,10,3,2,2,3,2,1,4
143,11,1,2,1,2,1,2,2
143,11,2,1,1,1,3,3,2
143,11,3,3,2,3,4,1,3
143,12,1,3,2,1,1,2,5
143,12,2,3,2,2,4,1,3
143,12,3,2,1,3,2,3,4
143,13,1,2,1,3,3,2,1
143,13,2,1,2,2,2,2,1
143,13,3,1,2,1,4,2,2
143,14,1,3,1,2,3,1,3
143,14,2,3,2,3,4,3,2
143,14,3,2,1,1,1,1,1
143,15,1,1,2,2,1,3,5
143,15,2,1,2,1,3,3,4
143,15,3,2,1,3,4,1,5
144,1,1,3,2,2,2,3,2
144,1,2,2,1,2,4,1,4
144,1,3,1,1,3,2,2,3
144,2,1,1,1,1,1,3,2
144,2,2,2,2,1,3,2,1
144,2,3,3,1,2,2,1,3
144,3,1,3,1,3,3,2,5
144,3,2,1,2,2,1,3,5
144,3,3,2,2,1,1,1,4
144,4,1,2,1,3,4,3,1
144,4,2,1,2,2,3,1,2
144,4,3,3,2,3,2,2,3
144,5,1,2,1,2,4,3,4
144,5,2,3,1,1,2,2,5
144,5,3,1,2,3,3,1,4
144,6,1,3,2,1,4,2,1
144,6,2,1,2,1,1,1,3
144,6,3,3,1,3,2,3,2
144,7,1,1,2,3,2,2,4
144,7,2,2,1,2,1,3,3
144,7,3,3,1,1,3,1,5
144,8,1,2,2,1,4,3,5
144,8,2,2,2,3,4,1,3
144,8,3,1,1,2,1,2,3
144,9,1,2,1,2,1,2,1
144,9,2,2,2,3,3,3,2
144,9,3,1,1,1,3,1,2
144,10,1,3,1,3,4,1,1
144,10,2,2,2,1,2,3,1
144,10,3,3,2,2,1,2,1
144,11,1,2,2,3,4,2,5
144,11,2,1,1,1,2,1,4
144,11,3,3,1,2,1,3,4
144,12,1,3,1,3,3,3,3
144,12,2,1,2,2,2,1,5
144,12,3,1,2,2,3,2,5
144,13,1,1,2,3,3,3,3
144,13,2,3,1,1,4,1,1
144,13,3,2,1,3,1,2,2
144,14,1,2,1,1,2,3,1
144,14,2,3,2,1,4,3,2
144,14,3,3,1,2,1,1,2
144,15,1,3,2,3,1,1,5
144,15,2,2,1,1,2,2,5
144,15,3,1,2,1,3,2,4
145,1,1,3,2,3,3,3,2
145,1,2,2,2,2,2,2,4
145,1,3,1,1,2,4,1,3
145,2,1,1,1,2,4,3,5
145,2,2,3,1,1,1,3,3
145,2,3,1,2,3,2,2,4
145,3,1,1,1,3,1,1,2
145,3,2,2,2,3,4,1,1
145,3,3,2,1,2,2,2,2
145,4,1,1,2,2,1,1,4
145,4,2,2,2,1,4,1,4
145,4,3,2,1,1,3,3,5
145,5,1,3,1,1,4,2,4
145,5,2,1,2,1,3,3,3
145,5,3,3,1,2,3,2,2
145,6,1,2,1,2,3,2,2
145,6,2,1,2,3,4,3,1
145,6,3,3,2,2,2,1,3
145,7,1,2,1,3,1,2,3
145,7,2,1,1,3,3,1,1
145,7,3,3,2,1,2,2,1
145,8,1,3,1,3,4,2,4
145,8,2,1,2,1,1,3,3
145,8,3,2,2,2,2,3,5
145,9,1,1,2,3,3,1,1
145,9,2,1,1,1,4,3,2
145,9,3,2,2,2,1,1,1
145,10,1,3,1,1,1,1,5
145,10,2,3,2,3,2,3,4
145,10,3,1,2,2,4,2,5
145,11,1,1,1,1,2,3,5
145,11,2,3,2,3,1,1,5
145,11,3,2,1,2,3,2,4
145,12,1,2,1,2,3,1,3
145,12,2,3,1,3,3,2,4
145,12,3,2,2,1,2,1,2
145,13,1,2,2,1,1,3,1
145,13,2,1,2,3,2,1,2
145,13,3,2,1,2,4,3,1
145,14,1,3,2,2,3,3,4
145,14,2,1,1,1,2,2,2
145,14,3,1,1,3,4,2,3
145,15,1,3,1,1,4,2,3
145,15,2,1,1,2,1,1,5
145,15,3,2,2,3,1,3,3
146,1,1,3,2,3,4,2,2
146,1,2,1,1,3,1,1,1
146,1,3,3,2,1,3,3,1
146,2,1,3,1,2,4,3,2
146,2,2,2,1,1,3,1,1
146,2,3,2,2,1,2,2,3
146,3,1,3,2,1,4,1,4
146,3,2,2,1,2,1,3,4
146,3,3,1,1,2,2,2,5
146,4,1,3,1,3,2,3,2
146,4,2,2,2,3,4,1,2
146,4,3,1,2,2,1,2,1
146,5,1,2,2,1,3,2,5
146,5,2,3,2,3,2,3,5
146,5,3,1,1,1,4,1,4
146,6,1,2,1,3,3,1,3
146,6,2,1,1,2,2,2,3
146,6,3,3,2,2,1,2,4
146,7,1,1,2,3,3,3,2
146,7,2,3,1,2,2,1,4
146,7,3,1,2,1,1,3,3
146,8,1,2,1,1,1,3,1
146,8,2,2,2,2,4,1,1
146,8,3,3,2,1,2,2,3
146,9,1,2,2,1,3,2,3
146,9,2,3,1,3,3,3,1
146,9,3,3,2,2,4,1,2
146,10,1,2,1,3,3,3,4
146,10,2,1,1,3,2,1,5
146,10,3,2,2,2,3,2,5
146,11,1,1,2,2,1,2,3
146,11,2,3,1,3,2,1,5
146,11,3,1,1,1,4,3,4
146,12,1,3,1,1,1,1,5
146,12,2,2,2,3,4,3,4
146,12,3,2,2,2,3,2,5
146,13,1,1,2,2,2,3,1
146,13,2,1,1,3,4,1,3
146,13,3,2,1,1,1,1,2
146,14,1,3,1,2,4,2,1
146,14,2,3,1,2,2,3,3
146,14,3,1,2,1,4,2,2
146,15,1,2,2,3,3,1,5
146,15,2,3,2,1,2,2,4
146,15,3,1,2,3,1,3,4
147,1,1,2,1,3,1,3,2
147,1,2,1,2,2,2,1,1
147,1,3,3,1,1,3,1,1
147,2,1,2,2,1,1,2,3
147,2,2,1,1,3,2,2,5
147,2,3,2,1,2,4,1,5
147,3,1,3,2,2,1,3,2
147,3,2,1,1,1,4,2,4
147,3,3,3,2,2,3,1,4
147,4,1,1,2,3,3,2,1
147,4,2,3,1,3,2,2,2
147,4,3,2,1,2,1,3,2
147,5,1,1,1,1,3,3,5
147,5,2,3,2,3,1,3,3
147,5,3,3,2,2,4,1,3
147,6,1,2,1,1,2,1,4
147,6,2,2,1,2,2,2,3
147,6,3,3,2,1,4,3,5
147,7,1,2,1,3,4,3,1
147,7,2,1,2,1,2,1,2
147,7,3,1,1,3,3,2,1
147,8,1,3,1,2,2,3,3
147,8,2,1,2,1,3,2,2
147,8,3,2,2,3,1,2,4
147,9,1,2,2,2,4,1,5
147,9,2,1,1,1,3,1,3
147,9,3,3,1,3,3,2,5
147,10,1,2,1,3,3,3,2
147,10,2,3,2,1,1,3,1
147,10,3,1,2,2,2,1,2
147,11,1,3,2,3,1,2,5
147,11,2,2,2,2,4,3,4
147,11,3,3,1,1,3,1,4
147,12,1,1,1,2,1,1,2
147,12,2,3,1,3,1,2,1
147,12,3,1,2,1,4,1,3
147,13,1,1,2,3,2,3,1
147,13,2,1,1,2,4,2,1
147,13,3,2,1,2,2,3,3
147,14,1,1,1,1,2,3,4
147,14,2,3,2,3,3,1,4
147,14,3,2,2,1,1,2,2
147,15,1,1,2,1,4,3,5
147,15,2,2,1,3,1,2,3
147,15,3,2,1,2,2,3,5
148,1,1,3,2,2,1,1,1
148,1,2,2,2,3,4,3,2
148,1,3,3,1,1,3,1,1
148,2,1,3,2,2,1,1,3
148,2,2,2,1,2,3,2,4
148,2,3,1,1,1,4,2,5
148,3,1,1,1,3,1,1,2
148,3,2,2,1,1,2,3,1
148,3,3,2,2,3,4,2,1
148,4,1,3,2,2,3,3,3
148,4,2,1,2,1,3,1,2
148,4,3,3,1,3,4,2,4
148,5,1,1,2,1,3,3,4
148,5,2,2,2,1,2,1,5
148,5,3,3,1,3,4,2,5
148,6,1,3,1,1,2,2,3
148,6,2,1,1,2,3,1,1
148,6,3,2,2,3,1,1,2
148,7,1,3,2,2,1,3,4
148,7,2,2,2,2,4,3,5
148,7,3,1,1,3,4,2,4
148,8,1,3,2,1,2,2,2
148,8,2,1,2,2,3,3,1
148,8,3,2,1,1,2,1,3
148,9,1,3,1,3,2,1,3
148,9,2,1,1,2,1,3,2
148,9,3,2,2,3,3,1,4
148,10,1,1,1,3,4,3,3
148,10,2,3,2,1,1,2,5
148,10,3,2,1,2,3,1,5
148,11,1,2,1,1,4,3,2
148,11,2,1,2,3,1,1,1
148,11,3,3,2,1,3,2,1
148,12,1,3,2,3,2,2,4
148,12,2,1,1,2,1,2,5
148,12,3,2,2,1,4,3,3
148,13,1,3,1,2,2,2,2
148,13,2,1,1,3,2,3,2
148,13,3,2,2,3,1,1,4
148,14,1,3,1,1,2,1,5
148,14,2,2,2,2,1,2,4
148,14,3,1,2,2,4,3,4
148,15,1,1,1,3,3,3,5
148,15,2,2,2,1,3,2,3
148,15,3,3,1,1,4,1,5
149,1,1,3,1,2,4,3,1
149,1,2,2,1,3,3,1,3
149,1,3,1,2,3,2,2,1
149,2,1,3,1,3,1,1,3
149,2,2,1,2,2,2,3,1
149,2,3,2,2,2,1,2,2
149,3,1,3,2,2,4,1,2
149,3,2,1,2,3,4,2,1
149,3,3,2,1,1,1,3,3
149,4,1,2,1,1,2,3,4
149,4,2,2,2,2,3,2,5
149,4,3,1,2,1,3,1,5
149,5,1,3,2,1,3,2,2
149,5,2,3,1,2,1,3,2
149,5,3,1,1,3,2,1,1
149,6,1,2,1,2,1,3,5
149,6,2,1,1,2,4,2,4
149,6,3,3,2,3,2,1,3
149,7,1,2,2,1,2,3,1
149,7,2,1,2,3,4,1,3
149,7,3,3,1,1,4,2,1
149,8,1,1,1,1,1,2,2
149,8,2,3,2,2,3,2,4
149,8,3,3,1,3,3,3,4
149,9,1,3,1,3,1,3,5
149,9,2,2,2,2,3,3,3
149,9,3,2,2,1,4,1,5
149,10,1,1,1,2,3,1,1
149,10,2,1,1,1,4,1,2
149,10,3,2,2,3,2,2,3
149,11,1,3,1,2,3,1,4
149,11,2,1,1,3,1,2,4
149,11,3,2,2,3,4,2,2
149,12,1,3,1,3,1,3,4
149,12,2,2,2,2,2,3,5
149,12,3,1,2,1,2,1,5
149,13,1,3,2,2,2,2,2
149,13,2,2,1,1,3,1,3
149,13,3,1,1,3,1,3,1
149,14,1,2,2,3,2,1,1
149,14,2,3,2,1,1,2,2
149,14,3,1,1,1,4,3,3
149,15,1,3,2,2,4,1,3
149,15,2,2,1,2,3,2,2
149,15,3,2,1,1,1,2,1
150,1,1,1,2,1,4,3,4
150,1,2,1,2,2,3,1,5
150,1,3,3,1,3,2,1,5
150,2,1,3,2,2,2,3,2
150,2,2,2,2,3,3,3,4
150,2,3,1,1,1,1,2,4
150,3,1,2,1,2,2,1,1
150,3,2,3,1,2,4,2,3
150,3,3,1,2,3,3,1,1
150,4,1,2,2,3,4,3,5
150,4,2,3,2,1,1,3,3
150,4,3,2,1,2,1,2,3
150,5,1,3,1,1,1,3,4
150,5,2,2,1,1,4,1,2
150,5,3,1,2,3,2,2,2
150,6,1,3,2,3,3,2,5
150,6,2,3,1,2,4,1,4
150,6,3,1,2,2,3,3,3
150,7,1,2,2,1,1,2,1
150,7,2,3,1,1,3,1,1
150,7,3,1,1,3,2,3,1
150,8,1,3,2,3,4,2,3
150,8,2,1,2,1,2,2,4
150,8,3,2,1,2,1,1,5
150,9,1,3,1,1,4,3,1
150,9,2,1,1,3,3,3,2
150,9,3,2,2,1,2,1,2
150,10,1,1,2,3,3,3,2
150,10,2,1,1,2,1,2,1
150,10,3,3,2,2,2,3,3
150,11,1,1,2,2,1,1,4
150,11,2,2,1,3,3,2,4
150,11,3,2,1,2,2,1,5
150,12,1,1,1,2,1,2,5
150,12,2,3,2,1,4,3,5
150,12,3,2,1,3,4,1,3
150,13,1,1,1,3,4,2,5
150,13,2,3,2,1,3,3,5
150,13,3,2,1,1,2,1,4
150,14,1,2,2,1,1,1,1
150,14,2,2,2,3,2,3,2
150,14,3,3,2,2,4,2,1
150,15,1,1,2,2,3,3,4
150,15,2,1,1,1,3,2,3
150,15,3,3,1,3,4,1,2
151,1,1,2,2,2,1,1,3
151,1,2,1,1,3,1,1,4
151,1,3,3,1,1,3,3,5
151,2,1,1,2,1,4,2,2
151,2,2,2,1,1,2,3,1
151,2,3,3,2,3,2,2,2
151,3,1,2,1,3,1,2,4
151,3,2,3,2,3,2,1,5
151,3,3,1,2,2,4,3,3
151,4,1,2,2,2,3,2,2
151,4,2,1,1,2,4,1,1
151,4,3,2,1,1,3,2,3
151,5,1,3,1,2,4,3,4
151,5,2,1,2,1,1,2,5
151,5,3,3,1,3,2,1,4
151,6,1,2,2,3,2,3,1
151,6,2,3,2,1,1,1,3
151,6,3,1,1,2,3,1,3
151,7,1,3,2,2,3,2,4
151,7,2,1,2,1,1,3,4
151,7,3,2,1,3,4,3,5
151,8,1,3,2,2,4,1,2
151,8,2,2,2,3,2,2,1
151,8,3,1,1,1,2,3,2
151,9,1,1,2,1,1,1,2
151,9,2,3,1,2,1,3,1
151,9,3,2,1,3,3,2,1
151,10,1,3,1,1,4,3,5
151,10,2,1,1,3,2,2,5
151,10,3,2,1,2,3,1,3
151,11,1,3,2,3,3,2,5
151,11,2,2,2,1,4,3,3
151,11,3,1,1,2,2,3,5
151,12,1,2,1,1,4,2,3
151,12,2,1,2,2,2,1,1
151,12,3,2,2,3,1,1,2
151,13,1,3,1,2,1,1,2
151,13,2,3,1,3,3,3,2
151,13,3,2,2,1,1,1,4
151,14,1,1,1,1,1,2,3
151,14,2,1,2,3,4,2,4
151,14,3,3,2,1,3,3,5
151,15,1,2,2,1,4,1,1
151,15,2,2,2,3,2,3,2
151,15,3,1,1,2,3,2,1
152,1,1,3,1,2,2,3,3
152,1,2,2,1,2,2,2,5
152,1,3,3,2,3,4,1,4
152,2,1,1,2,2,3,1,4
152,2,2,3,1,3,1,3,2
152,2,3,1,1,1,3,2,4
152,3,1,2,1,2,3,3,2
152,3,2,3,2,1,4,2,1
152,3,3,1,2,3,1,1,3
152,4,1,3,2,2,2,2,3
152,4,2,2,1,3,4,2,4
152,4,3,3,1,1,2,1,5
152,5,1,1,1,1,4,3,2
152,5,2,1,2,3,4,1,3
152,5,3,3,2,3,1,3,1
152,6,1,2,2,1,1,3,4
152,6,2,2,2,2,3,1,5
152,6,3,1,1,2,4,2,5
152,7,1,3,1,2,2,2,2
152,7,2,3,1,1,3,1,1
152,7,3,1,1,3,2,3,1
152,8,1,1,2,2,2,2,4
152,8,2,2,2,3,3,3,4
152,8,3,2,1,3,1,1,3
152,9,1,2,1,1,4,3,3
152,9,2,2,1,2,2,1,4
152,9,3,1,2,1,1,2,5
152,10,1,3,1,1,3,1,2
152,10,2,3,2,2,3,2,1
152,10,3,1,2,3,1,2,1
152,11,1,3,1,3,1,3,3
152,11,2,1,2,1,2,3,4
152,11,3,2,2,2,4,1,2
152,12,1,3,2,3,2,1,3
152,12,2,2,1,2,4,2,5
152,12,3,1,2,1,3,3,5
152,13,1,1,1,2,1,3,5
152,13,2,3,2,3,2,1,3
152,13,3,2,1,1,2,2,5
152,14,1,2,1,3,3,3,2
152,14,2,1,1,2,1,1,1
152,14,3,3,2,1,1,2,2
152,15,1,1,2,1,4,1,4
152,15,2,3,1,3,3,1,3
152,15,3,2,2,2,1,2,5
153,1,1,1,2,2,4,3,1
153,1,2,2,1,3,3,2,1
153,1,3,3,1,1,4,1,1
153,2,1,2,2,2,4,3,4
153,2,2,2,1,1,2,2,3
153,2,3,1,1,3,3,3,2
153,3,1,3,2,3,1,3,4
153,3,2,1,1,2,2,2,2
153,3,3,3,2,1,1,1,2
153,4,1,2,1,3,2,1,2
153,4,2,3,2,2,3,2,1
153,4,3,1,2,1,4,3,3
153,5,1,3,1,3,1,2,5
153,5,2,2,1,1,2,1,4
153,5,3,1,2,2,3,1,4
153,6,1,2,2,2,4,3,5
153,6,2,3,1,1,2,2,4
153,6,3,1,2,3,1,3,3
153,7,1,1,1,1,3,2,2
153,7,2,3,1,2,1,3,1
153,7,3,1,2,3,4,2,1
153,8,1,2,1,3,4,1,4
153,8,2,1,1,2,1,1,3
153,8,3,2,2,3,2,3,5
153,9,1,3,1,1,1,3,3
153,9,2,3,2,1,2,2,3
153,9,3,2,2,1,3,1,5
153,10,1,1,1,2,3,3,1
153,10,2,2,1,2,4,2,1
153,10,3,3,2,2,4,1,2
153,11,1,3,2,3,4,1,5
153,11,2,1,1,1,2,1,5
153,11,3,2,1,3,3,3,4
153,12,1,1,2,3,3,1,2
153,12,2,1,1,2,2,2,3
153,12,3,2,2,1,1,3,1
153,13,1,3,2,1,2,3,1
153,13,2,2,1,3,1,2,3
153,13,3,3,2,2,3,2,2
153,14,1,1,1,2,4,3,4
153,14,2,2,2,2,1,2,2
153,14,3,1,2,3,2,1,4
153,15,1,1,1,3,3,3,3
153,15,2,3,1,1,2,1,5
153,15,3,3,2,1,4,2,5
154,1,1,2,2,1,3,2,1
154,1,2,2,1,1,4,1,1
154,1,3,3,2,3,4,3,2
154,2,1,1,1,1,2,2,4
154,2,2,3,1,3,1,1,5
154,2,3,2,2,2,1,3,3
154,3,1,3,1,3,4,2,4
154,3,2,3,1,1,3,3,3
154,3,3,2,2,2,2,2,5
154,4,1,2,1,3,3,1,2
154,4,2,1,2,2,2,1,4
154,4,3,1,2,1,1,2,2
154,5,1,3,2,2,3,3,4
154,5,2,1,1,3,1,1,5
154,5,3,1,2,1,4,3,5
154,6,1,2,2,3,3,3,1
154,6,2,2,1,2,4,2,1
154,6,3,3,2,2,1,1,1
154,7,1,2,2,2,2,3,2
154,7,2,1,1,3,1,2,4
154,7,3,1,2,1,2,1,3
154,8,1,3,1,3,4,2,3
154,8,2,2,1,1,3,1,1
154,8,3,1,1,2,1,3,2
154,9,1,3,2,1,3,2,5
154,9,2,2,2,3,2,2,3
154,9,3,2,1,2,4,3,3
154,10,1,3,1,1,3,1,5
154,10,2,1,2,3,2,1,4
154,10,3,3,1,3,1,3,5
154,11,1,3,1,2,2,3,3
154,11,2,2,2,1,3,2,2
154,11,3,1,2,2,4,1,1
154,12,1,3,1,2,2,3,2
154,12,2,2,2,3,4,1,2
154,12,3,1,1,2,1,2,4
154,13,1,3,2,3,3,2,1
154,13,2,2,1,1,4,2,2
154,13,3,2,2,1,1,3,1
154,14,1,1,1,1,3,3,4
154,14,2,1,2,3,1,1,5
154,14,3,3,1,2,4,1,4
154,15,1,2,2,3,4,2,3
154,15,2,3,1,1,2,3,1
154,15,3,2,2,2,1,1,3
155,1,1,1,1,3,4,1,5
155,1,2,2,1,2,3,1,5
155,1,3,3,2,3,2,2,4
155,2,1,1,2,1,4,2,3
155,2,2,2,1,2,2,3,2
155,2,3,3,1,1,1,3,1
155,3,1,3,1,1,1,1,4
155,3,2,1,2,3,2,2,5
155,3,3,1,2,2,3,3,5
155,4,1,3,2,2,3,1,2
155,4,2,2,2,3,1,3,1
155,4,3,1,1,3,4,2,2
155,5,1,2,1,1,4,2,1
155,5,2,3,2,2,2,1,1
155,5,3,1,2,1,3,3,3
155,6,1,1,2,1,3,3,3
155,6,2,3,1,2,2,2,2
155,6,3,2,1,3,1,2,4
155,7,1,3,2,1,3,3,4
155,7,2,2,2,3,2,2,4
155,7,3,1,1,2,1,1,5
155,8,1,2,2,2,2,1,2
155,8,2,3,1,2,3,2,3
155,8,3,1,1,3,4,1,3
155,9,1,1,2,3,3,3,3
155,9,2,3,2,2,4,3,2
155,9,3,2,1,1,1,3,1
155,10,1,3,2,1,1,1,4
155,10,2,2,1,3,3,3,5
155,10,3,1,1,1,2,1,4
155,11,1,1,1,3,2,3,2
155,11,2,3,2,1,4,1,3
155,11,3,1,1,2,2,2,1
155,12,1,3,2,3,4,2,5
155,12,2,1,2,2,4,1,5
155,12,3,2,1,1,1,3,4
155,13,1,3,1,2,4,2,4
155,13,2,2,2,2,3,2,5
155,13,3,2,1,3,1,1,3
155,14,1,1,2,3,3,1,1
155,14,2,2,2,1,2,2,1
155,14,3,2,1,1,4,3,2
155,15,1,3,2,2,1,3,1
155,15,2,1,1,1,2,2,2
155,15,3,2,1,3,3,1,2
156,1,1,2,2,1,2,1,4
156,1,2,3,2,3,1,3,5
156,1,3,1,1,2,1,2,5
156,2,1,1,2,3,4,2,1
156,2,2,2,2,2,2,2,3
156,2,3,3,1,1,3,1,3
156,3,1,3,1,3,2,3,1
156,3,2,3,2,2,1,1,2
156,3,3,1,2,1,4,1,2
156,4,1,1,1,3,4,3,3
156,4,2,3,2,3,1,2,5
156,4,3,2,1,2,3,3,4
156,5,1,2,2,1,4,3,2
156,5,2,1,1,1,1,1,3
156,5,3,3,1,2,3,2,1
156,6,1,1,2,3,2,3,4
156,6,2,3,2,3,2,2,5
156,6,3,2,1,2,3,1,4
156,7,1,2,1,2,1,1,4
156,7,2,1,2,1,3,2,3
156,7,3,3,1,1,4,3,5
156,8,1,3,2,2,4,3,2
156,8,2,2,2,1,2,1,1
156,8,3,1,1,3,4,2,1
156,9,1,3,1,2,3,2,3
156,9,2,3,1,3,1,2,4
156,9,3,1,2,1,2,1,5
156,10,1,2,2,2,2,3,3
156,10,2,2,1,3,3,1,2
156,10,3,1,1,2,4,3,1
156,11,1,3,1,3,3,1,5
156,11,2,2,2,2,1,3,5
156,11,3,1,2,1,1,1,4
156,12,1,3,1,1,2,2,1
156,12,2,1,2,2,3,2,2
156,12,3,1,2,3,1,3,1
156,13,1,2,2,3,1,3,4
156,13,2,3,1,1,1,2,5
156,13,3,2,1,1,4,2,3
156,14,1,2,2,1,3,2,3
156,14,2,3,1,3,2,1,2
156,14,3,1,2,2,4,3,4
156,15,1,1,1,2,2,1,5
156,15,2,2,2,1,4,2,4
156,15,3,3,1,3,3,3,3
157,1,1,2,2,1,1,2,2
157,1,2,3,2,2,3,1,1
157,1,3,1,1,3,1,1,2
157,2,1,3,2,3,4,1,1
157,2,2,1,1,2,4,3,3
157,2,3,2,1,1,2,1,1
157,3,1,1,2,3,1,2,3
157,3,2,2,1,2,2,3,5
157,3,3,3,2,3,4,3,4
157,4,1,2,1,1,2,3,5
157,4,2,2,2,2,4,1,5
157,4,3,3,1,2,3,2,4
157,5,1,1,2,1,3,2,3
157,5,2,1,1,1,1,1,2
157,5,3,3,2,3,2,3,3
157,6,1,3,1,1,2,3,1
157,6,2,3,2,2,4,2,2
157,6,3,1,1,3,3,1,1
157,7,1,2,1,3,1,2,5
157,7,2,2,1,2,4,1,4
157,7,3,3,2,3,3,3,5
157,8,1,1,2,2,2,2,2
157,8,2,1,2,1,3,3,4
157,8,3,3,1,2,1,3,3
157,9,1,2,1,1,4,2,1
157,9,2,2,2,3,3,1,2
157,9,3,1,2,2,1,3,2
157,10,1,3,1,1,2,2,5
157,10,2,1,1,1,4,1,4
157,10,3,2,2,3,1,2,4
157,11,1,1,1,3,4,3,1
157,11,2,3,2,2,2,1,3
157,11,3,1,1,1,3,3,2
157,12,1,2,1,2,1,2,2
157,12,2,2,2,3,4,1,1
157,12,3,3,2,1,1,1,2
157,13,1,3,2,1,3,3,5
157,13,2,1,2,3,2,2,3
157,13,3,2,1,2,3,1,5
157,14,1,3,1,3,2,2,4
157,14,2,1,2,2,4,3,5
157,14,3,2,2,1,1,1,3
157,15,1,3,1,2,2,1,4
157,15,2,2,1,3,3,2,2
157,15,3,1,1,1,2,3,3
158,1,1,3,2,1,1,3,1
158,1,2,1,1,3,3,1,1
158,1,3,1,2,2,4,2,1
158,2,1,3,1,2,4,2,3
158,2,2,2,1,3,4,3,5
158,2,3,2,2,1,1,1,4
158,3,1,3,2,3,3,2,4
158,3,2,2,2,3,2,1,3
158,3,3,1,1,1,3,3,5
158,4,1,2,1,1,4,3,2
158,4,2,2,2,2,1,1,1
158,4,3,1,1,3,2,3,1
158,5,1,3,1,2,3,2,4
158,5,2,1,2,1,2,2,2
158,5,3,2,1,2,1,1,3
158,6,1,2,2,2,2,3,5
158,6,2,3,2,3,1,2,5
158,6,3,1,1,1,3,1,4
158,7,1,3,1,3,4,2,2
158,7,2,1,2,2,3,3,4
