"Version (0 = Fixed Task)","Task","Concept","Att 1 - Panel Efficiency","Att 2 - Panel Visibility","Att 3 - Inverter Type","Att 4 - Failure in First Five Years","Att 5 - Environmental Benefits","Att 6 - Savings in 25 Years"
17,8,3,2,1,1,1,3,5
17,9,1,3,1,3,4,3,3
17,9,2,1,2,3,1,2,1
17,9,3,2,1,1,2,1,1
17,10,1,1,1,2,3,2,3
17,10,2,3,1,3,4,3,4
17,10,3,3,2,2,2,1,2
17,11,1,2,2,2,1,1,2
17,11,2,3,1,1,3,3,1
17,11,3,1,2,3,2,2,2
17,12,1,1,1,3,1,1,3
17,12,2,2,2,3,3,1,1
17,12,3,3,2,1,4,2,2
17,13,1,3,1,2,1,2,3
17,13,2,2,1,3,2,3,4
17,13,3,1,2,1,3,3,4
17,14,1,3,2,2,4,3,1
17,14,2,2,1,2,3,2,1
17,14,3,1,2,1,1,1,2
17,15,1,3,1,1,2,1,5
17,15,2,1,2,3,4,3,5
17,15,3,2,1,2,1,2,5
18,1,1,1,2,3,3,3,3
18,1,2,3,2,1,2,2,4
18,1,3,2,1,2,4,3,4
18,2,1,2,2,2,3,2,2
18,2,2,1,2,2,2,1,1
18,2,3,3,1,3,4,1,2
18,3,1,3,2,1,2,1,4
18,3,2,2,2,3,4,3,5
18,3,3,1,1,1,1,1,3
18,4,1,1,2,2,1,3,4
18,4,2,2,1,1,4,2,2
18,4,3,3,1,1,3,3,3
18,5,1,2,2,2,4,2,3
18,5,2,1,1,3,3,1,1
18,5,3,3,2,3,1,2,2
18,6,1,1,1,1,2,1,5
18,6,2,3,1,3,3,2,5
18,6,3,2,1,2,2,3,4
18,7,1,3,1,1,3,3,2
18,7,2,2,2,2,4,1,3
18,7,3,2,2,3,1,2,1
18,8,1,3,1,3,2,2,1
18,8,2,1,2,1,1,3,2
18,8,3,1,2,2,2,1,3
18,9,1,2,1,1,4,3,5
18,9,2,3,2,2,3,1,4
18,9,3,1,1,2,1,2,5
18,10,1,3,1,3,1,3,4
18,10,2,2,1,1,2,1,4
18,10,3,1,2,3,4,1,5
18,11,1,1,2,1,4,3,3
18,11,2,2,2,3,1,2,2
18,11,3,3,1,2,2,2,3
18,12,1,2,1,3,1,2,2
18,12,2,1,2,2,2,1,1
18,12,3,3,2,2,3,3,1
18,13,1,2,2,1,3,3,1
18,13,2,1,1,1,1,2,2
18,13,3,1,1,3,4,1,1
18,14,1,3,2,3,2,2,5
18,14,2,2,1,2,3,1,5
18,14,3,3,1,1,4,1,4
18,15,1,2,2,3,2,1,5
18,15,2,3,2,2,3,3,3
18,15,3,1,1,1,1,2,4
19,1,1,1,1,3,3,3,1
19,1,2,3,1,3,4,3,2
19,1,3,1,2,1,4,2,3
19,2,1,2,2,1,1,1,5
19,2,2,2,2,2,2,2,4
19,2,3,1,1,2,4,3,5
19,3,1,1,1,3,3,3,1
19,3,2,3,2,2,3,2,3
19,3,3,2,1,1,2,1,1
19,4,1,2,2,3,1,1,3
19,4,2,1,2,1,2,2,2
19,4,3,3,1,2,1,3,2
19,5,1,3,2,1,4,3,5
19,5,2,3,2,3,3,2,5
19,5,3,2,1,2,3,1,4
19,6,1,2,1,3,1,3,3
19,6,2,3,2,3,4,1,4
19,6,3,1,1,2,4,2,2
19,7,1,2,1,1,1,2,3
19,7,2,1,2,2,1,3,4
19,7,3,3,1,1,2,2,2
19,8,1,3,2,1,2,3,2
19,8,2,1,1,3,3,1,1
19,8,3,2,2,2,2,3,1
19,9,1,1,2,1,3,1,5
19,9,2,2,1,2,4,2,3
19,9,3,2,2,3,2,1,4
19,10,1,3,1,3,1,3,3
19,10,2,3,1,2,3,1,4
19,10,3,2,2,3,4,3,5
19,11,1,3,2,1,1,1,2
19,11,2,1,1,2,3,3,1
19,11,3,3,1,1,4,2,1
19,12,1,3,2,2,2,1,3
19,12,2,2,1,3,3,2,4
19,12,3,1,2,1,4,2,5
19,13,1,2,2,1,3,1,2
19,13,2,1,2,2,2,2,4
19,13,3,2,1,3,2,3,3
19,14,1,1,2,3,1,3,1
19,14,2,1,2,1,4,3,2
19,14,3,3,1,2,1,1,1
19,15,1,1,1,3,3,2,4
19,15,2,2,1,2,1,3,5
19,15,3,3,2,1,3,2,3
20,1,1,2,1,2,4,2,3
20,1,2,1,1,3,2,1,5
20,1,3,3,2,1,4,3,4
20,2,1,3,1,2,4,1,1
20,2,2,3,1,1,1,2,2
20,2,3,2,2,3,4,1,1
20,3,1,2,2,3,2,2,4
20,3,2,1,1,1,1,3,3
20,3,3,1,1,2,2,3,5
20,4,1,3,2,2,3,1,2
20,4,2,2,2,3,3,2,2
20,4,3,1,1,1,2,2,4
20,5,1,1,2,2,1,3,3
20,5,2,2,1,3,4,3,2
20,5,3,3,2,1,3,1,1
20,6,1,2,2,2,3,2,5
20,6,2,1,2,2,2,1,5
20,6,3,3,1,3,1,1,5
20,7,1,3,2,2,1,3,1
20,7,2,2,1,1,2,2,1
20,7,3,1,1,3,4,1,3
20,8,1,3,1,1,3,3,5
20,8,2,2,2,1,1,2,4
20,8,3,1,2,3,1,1,4
20,9,1,3,1,1,2,2,1
20,9,2,2,2,1,3,3,3
20,9,3,1,1,3,2,1,2
20,10,1,3,1,1,2,3,3
20,10,2,2,1,2,1,1,5
20,10,3,1,2,3,4,2,4
20,11,1,1,2,3,3,3,3
20,11,2,2,2,2,4,2,2
20,11,3,3,1,2,4,1,1
20,12,1,1,1,2,4,1,2
20,12,2,3,2,1,1,1,4
20,12,3,2,1,3,3,3,2
20,13,1,2,2,1,2,2,4
20,13,2,3,2,3,2,3,5
20,13,3,1,1,2,3,2,5
20,14,1,2,1,3,1,1,4
20,14,2,3,2,2,4,3,4
20,14,3,2,1,1,3,2,3
20,15,1,3,1,2,3,2,2
20,15,2,1,1,1,2,1,3
20,15,3,1,2,3,1,3,1
21,1,1,2,1,2,2,3,5
21,1,2,1,2,2,1,2,5
21,1,3,2,2,3,4,1,3
21,2,1,2,2,2,1,1,2
21,2,2,3,1,3,4,2,1
21,2,3,1,1,1,4,3,2
21,3,1,2,1,1,2,2,2
21,3,2,1,2,3,4,1,1
21,3,3,3,2,1,2,3,1
21,4,1,3,2,1,3,2,5
21,4,2,3,1,2,1,1,3
21,4,3,1,1,3,3,1,4
21,5,1,1,2,3,2,2,3
21,5,2,3,2,3,4,3,4
21,5,3,2,2,2,3,2,2
21,6,1,3,1,1,1,2,3
21,6,2,1,1,1,4,3,5
21,6,3,2,2,2,1,3,5
21,7,1,3,1,1,3,1,2
21,7,2,1,2,3,2,3,1
21,7,3,2,1,3,1,2,1
21,8,1,2,1,3,3,1,4
21,8,2,3,2,2,2,1,4
21,8,3,1,2,1,4,3,5
21,9,1,1,2,1,1,3,2
21,9,2,1,1,2,4,2,1
21,9,3,2,1,1,3,1,1
21,10,1,1,1,2,2,3,4
21,10,2,3,2,3,2,2,5
21,10,3,3,2,3,3,1,5
21,11,1,1,2,2,4,1,3
21,11,2,2,1,1,2,3,3
21,11,3,3,1,3,1,2,5
21,12,1,2,1,1,4,3,1
21,12,2,3,1,2,1,1,3
21,12,3,2,2,2,3,2,2
21,13,1,3,1,2,3,3,2
21,13,2,2,2,1,4,1,4
21,13,3,3,2,2,1,2,4
21,14,1,2,2,1,4,1,1
21,14,2,1,1,3,2,2,2
21,14,3,2,2,3,3,3,3
21,15,1,2,1,2,2,2,4
21,15,2,1,2,1,1,1,2
21,15,3,3,1,3,2,3,3
22,1,1,1,1,3,3,3,4
22,1,2,1,2,1,4,1,5
22,1,3,1,2,2,1,2,3
22,2,1,1,2,1,2,2,3
22,2,2,3,1,2,4,2,4
22,2,3,3,1,3,1,1,5
22,3,1,2,1,1,1,3,1
22,3,2,2,2,3,3,3,2
22,3,3,3,2,1,3,1,1
22,4,1,2,1,3,2,2,5
22,4,2,3,2,3,4,3,5
22,4,3,1,2,1,3,1,4
22,5,1,1,2,2,1,3,1
22,5,2,2,1,3,2,1,1
22,5,3,2,1,2,4,3,2
22,6,1,1,1,2,3,2,1
22,6,2,2,2,1,2,2,3
22,6,3,3,2,2,2,1,2
22,7,1,2,1,1,1,1,5
22,7,2,1,2,1,3,2,3
22,7,3,3,1,2,4,3,4
22,8,1,3,1,3,4,1,5
22,8,2,3,2,1,1,3,4
22,8,3,1,1,2,3,2,4
22,9,1,1,1,2,4,1,1
22,9,2,3,2,3,2,3,2
22,9,3,3,2,3,1,2,2
22,10,1,2,1,1,2,3,5
22,10,2,1,2,3,4,2,3
22,10,3,2,2,2,3,3,5
22,11,1,3,1,1,4,2,1
22,11,2,2,2,3,4,1,1
22,11,3,1,1,3,1,1,2
22,12,1,2,1,2,1,3,3
22,12,2,1,2,1,3,1,4
22,12,3,3,1,2,2,3,4
22,13,1,3,1,3,3,1,3
22,13,2,1,2,2,2,2,2
22,13,3,2,2,3,1,1,2
22,14,1,3,1,1,1,2,1
22,14,2,1,2,1,1,3,2
22,14,3,2,2,2,2,2,3
22,15,1,3,1,3,4,1,3
22,15,2,1,1,2,3,2,1
22,15,3,2,1,1,4,3,1
23,1,1,2,2,3,3,3,5
23,1,2,3,2,1,1,2,5
23,1,3,2,2,2,2,1,4
23,2,1,3,2,2,2,1,3
23,2,2,1,1,3,2,3,5
23,2,3,1,1,1,3,2,4
23,3,1,2,1,1,1,3,2
23,3,2,3,2,3,3,2,1
23,3,3,1,2,2,4,2,1
23,4,1,2,1,3,4,2,4
23,4,2,1,1,1,4,1,2
23,4,3,3,2,2,3,3,3
23,5,1,3,1,1,2,3,5
23,5,2,2,2,3,1,1,4
23,5,3,1,1,2,3,1,5
23,6,1,1,1,1,1,3,4
23,6,2,1,2,3,2,3,3
23,6,3,2,2,2,4,2,5
23,7,1,3,1,3,3,1,2
23,7,2,3,2,1,1,2,1
23,7,3,2,2,3,2,1,1
23,8,1,3,1,2,4,2,4
23,8,2,2,2,3,4,3,3
23,8,3,1,1,1,2,1,2
23,9,1,1,1,2,1,1,1
23,9,2,3,2,1,3,3,1
23,9,3,2,1,1,3,2,3
23,10,1,2,2,2,2,2,5
23,10,2,1,2,2,4,3,3
23,10,3,3,1,3,1,1,5
23,11,1,2,2,3,1,1,3
23,11,2,3,1,2,4,3,4
23,11,3,1,1,1,1,2,5
23,12,1,1,2,1,4,1,2
23,12,2,2,1,2,3,3,2
23,12,3,3,1,2,2,1,4
23,13,1,1,2,3,2,2,2
23,13,2,2,1,3,1,3,3
23,13,3,3,2,3,3,2,1
23,14,1,1,2,1,4,3,4
23,14,2,3,1,1,3,2,5
23,14,3,2,2,1,3,1,3
23,15,1,1,2,2,1,2,1
23,15,2,2,1,2,2,1,2
23,15,3,3,1,3,2,3,1
24,1,1,1,1,1,2,2,5
24,1,2,2,2,3,4,3,4
24,1,3,3,2,3,4,1,5
24,2,1,2,1,1,3,2,2
24,2,2,1,1,3,1,1,4
24,2,3,3,2,2,2,3,4
24,3,1,3,1,2,3,3,4
24,3,2,3,1,1,2,1,3
24,3,3,2,2,2,4,2,5
24,4,1,1,2,2,1,2,2
24,4,2,1,1,3,2,2,1
24,4,3,2,2,1,4,1,1
24,5,1,3,2,2,1,3,3
24,5,2,2,1,1,1,2,4
24,5,3,1,2,1,3,3,2
24,6,1,1,2,3,2,3,5
24,6,2,2,1,3,3,1,5
24,6,3,3,2,2,1,1,4
24,7,1,2,1,2,2,1,1
24,7,2,3,2,1,4,3,2
24,7,3,1,1,3,4,2,3
24,8,1,2,2,3,3,3,2
24,8,2,3,2,1,2,2,3
24,8,3,1,2,2,1,1,1
24,9,1,3,1,3,4,1,2
24,9,2,1,1,2,3,3,3
24,9,3,2,1,2,4,2,2
24,10,1,3,2,3,2,1,3
24,10,2,2,2,2,1,3,5
24,10,3,1,1,1,3,3,4
24,11,1,2,1,1,1,1,3
24,11,2,2,2,3,3,2,1
24,11,3,1,1,3,2,2,1
24,12,1,3,2,1,4,2,5
24,12,2,1,2,2,4,3,5
24,12,3,1,1,1,2,1,4
24,13,1,2,2,2,1,2,4
24,13,2,2,1,3,2,3,3
24,13,3,3,1,1,3,1,5
24,14,1,1,1,2,3,1,2
24,14,2,3,2,1,4,1,2
24,14,3,3,1,3,1,2,1
24,15,1,2,2,1,1,3,4
24,15,2,1,2,2,3,1,5
24,15,3,2,1,3,4,2,4
25,1,1,3,2,2,2,3,1
25,1,2,1,1,3,1,2,2
25,1,3,3,1,1,4,3,3
25,2,1,1,2,3,3,1,1
25,2,2,2,1,2,4,3,1
25,2,3,3,2,1,2,2,3
25,3,1,3,2,3,1,3,5
25,3,2,2,2,1,4,1,4
25,3,3,2,1,2,3,3,5
25,4,1,3,1,2,2,2,3
25,4,2,2,1,1,1,2,2
25,4,3,1,2,3,3,1,4
25,5,1,1,1,1,1,3,3
25,5,2,2,1,2,2,1,1
25,5,3,3,2,3,2,2,2
25,6,1,3,1,2,1,1,4
25,6,2,1,2,1,3,2,5
25,6,3,3,2,2,4,1,3
25,7,1,3,2,3,3,3,4
25,7,2,2,2,1,2,2,3
25,7,3,1,1,3,4,3,5
25,8,1,1,2,2,4,1,2
25,8,2,2,1,3,3,3,1
25,8,3,2,1,1,1,2,1
25,9,1,1,2,3,2,3,4
25,9,2,1,1,2,4,3,5
25,9,3,2,2,1,2,1,5
25,10,1,3,1,2,3,2,1
25,10,2,1,2,1,1,2,2
25,10,3,1,1,3,4,1,3
25,11,1,2,2,1,2,1,2
25,11,2,1,1,1,1,3,4
25,11,3,3,2,3,3,2,2
25,12,1,3,2,2,3,2,2
25,12,2,2,1,3,4,2,3
25,12,3,3,1,2,2,3,1
25,13,1,3,2,1,4,1,4
25,13,2,2,2,2,1,1,5
25,13,3,2,1,1,3,3,5
25,14,1,2,2,2,3,1,3
25,14,2,1,1,3,4,3,2
25,14,3,1,1,3,1,2,1
25,15,1,3,1,3,2,1,2
25,15,2,3,2,1,2,3,1
25,15,3,1,2,2,1,2,3
26,1,1,2,1,3,4,2,4
26,1,2,1,2,2,3,1,5
26,1,3,3,1,3,1,3,5
26,2,1,2,2,3,1,3,4
26,2,2,1,1,1,3,1,4
26,2,3,3,1,2,3,2,3
26,3,1,3,2,1,2,1,1
26,3,2,1,1,1,2,3,2
26,3,3,1,2,3,4,2,1
26,4,1,2,1,2,1,3,5
26,4,2,2,2,2,4,2,5
26,4,3,3,1,1,4,1,3
26,5,1,2,1,3,3,2,3
26,5,2,2,2,2,2,1,2
26,5,3,3,2,1,1,3,1
26,6,1,1,1,2,2,3,2
26,6,2,3,2,3,1,3,4
26,6,3,1,1,1,4,1,4
26,7,1,2,1,1,1,1,2
26,7,2,3,1,2,2,2,3
26,7,3,1,2,3,3,1,1
26,8,1,2,2,3,2,3,4
26,8,2,1,2,1,3,2,5
26,8,3,3,1,3,4,2,4
26,9,1,2,1,1,4,2,3
26,9,2,1,2,2,1,1,1
26,9,3,3,2,1,3,3,2
26,10,1,2,2,2,1,3,3
26,10,2,1,2,2,3,2,5
26,10,3,3,1,3,4,1,5
26,11,1,1,1,3,2,3,1
26,11,2,2,1,1,3,1,1
26,11,3,3,2,3,4,2,2
26,12,1,3,1,2,1,1,3
26,12,2,1,2,1,2,2,4
26,12,3,2,1,2,2,3,4
26,13,1,2,2,1,4,1,1
26,13,2,3,2,2,1,3,2
26,13,3,1,1,2,3,2,1
26,14,1,3,1,1,1,2,5
26,14,2,3,1,3,1,1,5
26,14,3,2,2,3,4,3,3
26,15,1,1,2,1,2,1,2
26,15,2,1,1,1,3,3,3
26,15,3,1,2,2,4,2,1
27,1,1,2,2,3,1,1,4
27,1,2,3,1,2,3,3,4
27,1,3,3,1,3,2,3,2
27,2,1,1,2,1,2,3,5
27,2,2,2,1,3,3,2,5
27,2,3,3,2,3,1,2,3
27,3,1,2,2,2,3,2,2
27,3,2,2,1,2,4,1,1
27,3,3,1,2,1,1,1,3
27,4,1,1,1,2,4,3,5
27,4,2,3,1,3,2,1,5
27,4,3,2,2,1,2,2,4
27,5,1,1,2,1,3,2,4
27,5,2,2,2,3,4,3,2
27,5,3,3,1,2,1,1,3
27,6,1,1,2,3,3,2,1
27,6,2,3,1,2,4,2,2
27,6,3,2,2,1,2,3,1
27,7,1,1,1,1,3,1,4
27,7,2,2,1,2,2,1,5
27,7,3,3,2,3,3,3,5
27,8,1,1,1,1,4,3,3
27,8,2,2,1,3,1,2,2
27,8,3,3,2,2,4,3,1
27,9,1,1,1,3,2,1,4
27,9,2,3,1,1,1,2,5
27,9,3,2,2,2,1,1,4
27,10,1,1,2,2,3,2,3
27,10,2,2,2,3,2,1,3
27,10,3,3,1,1,4,3,1
27,11,1,3,2,1,1,1,5
27,11,2,3,2,2,3,3,4
27,11,3,1,1,3,2,2,5
27,12,1,2,1,3,4,2,2
27,12,2,1,1,2,3,3,1
27,12,3,3,2,1,4,1,3
27,13,1,1,1,2,4,1,2
27,13,2,2,1,1,3,2,2
27,13,3,1,2,3,1,3,1
27,14,1,2,2,2,2,2,4
27,14,2,2,1,1,2,3,5
27,14,3,2,2,3,3,1,4
27,15,1,1,1,2,4,2,3
27,15,2,1,2,3,2,3,2
27,15,3,3,1,1,1,3,1
28,1,1,3,2,3,1,2,3
28,1,2,2,1,1,2,3,2
28,1,3,3,2,2,1,1,1
28,2,1,3,1,1,3,2,4
28,2,2,1,1,3,3,1,3
28,2,3,3,2,3,4,1,5
28,3,1,1,1,2,1,3,3
28,3,2,2,2,2,4,2,2
28,3,3,2,2,1,2,3,1
28,4,1,1,2,2,1,2,5
28,4,2,2,1,1,3,1,5
28,4,3,3,1,3,4,2,4
28,5,1,3,1,2,4,1,4
28,5,2,1,2,3,2,1,5
28,5,3,2,1,1,1,3,4
28,6,1,2,2,2,1,3,1
28,6,2,3,2,1,2,2,2
28,6,3,1,2,3,3,1,1
28,7,1,1,1,1,1,3,2
28,7,2,3,2,3,3,2,2
28,7,3,2,1,2,2,1,1
28,8,1,3,1,3,2,2,1
28,8,2,2,1,2,1,1,2
28,8,3,1,2,1,4,1,3
28,9,1,2,2,1,3,3,3
28,9,2,3,1,3,3,3,5
28,9,3,3,2,2,2,1,4
28,10,1,1,1,3,3,3,3
28,10,2,1,2,2,1,2,2
28,10,3,2,2,1,4,2,1
28,11,1,1,1,2,4,3,4
28,11,2,3,1,1,2,1,5
28,11,3,2,2,3,1,2,4
28,12,1,2,1,3,2,1,3
28,12,2,1,2,1,4,2,4
28,12,3,2,2,2,4,3,5
28,13,1,3,2,1,3,3,2
28,13,2,1,2,3,1,2,1
28,13,3,3,1,2,2,1,2
28,14,1,2,1,1,4,2,3
28,14,2,1,1,3,1,1,1
28,14,3,3,2,2,2,3,3
28,15,1,2,2,3,4,3,5
28,15,2,1,1,1,1,1,4
28,15,3,3,1,1,3,2,5
29,1,1,3,2,2,3,2,4
29,1,2,2,2,3,4,3,3
29,1,3,2,1,2,2,1,2
29,2,1,1,1,3,3,1,4
29,2,2,1,1,2,2,2,5
29,2,3,3,2,1,1,1,5
29,3,1,2,1,2,3,3,3
29,3,2,3,2,3,4,1,1
29,3,3,1,1,1,3,3,2
29,4,1,2,1,1,4,2,1
29,4,2,2,2,3,3,1,3
29,4,3,3,2,2,2,3,1
29,5,1,2,2,2,2,2,5
29,5,2,3,1,1,1,3,4
29,5,3,1,1,3,4,2,5
29,6,1,3,1,2,3,2,4
29,6,2,1,2,3,1,1,2
29,6,3,2,2,1,2,1,3
29,7,1,1,1,2,2,3,2
29,7,2,1,2,3,1,3,2
29,7,3,3,2,1,4,2,1
29,8,1,1,2,1,4,3,5
29,8,2,3,1,2,1,1,3
29,8,3,2,1,3,2,2,5
29,9,1,3,1,2,4,3,3
29,9,2,2,2,2,3,1,4
29,9,3,1,1,3,2,2,4
29,10,1,2,1,1,1,2,2
29,10,2,2,2,1,3,1,1
29,10,3,3,2,3,4,1,2
29,11,1,1,1,1,4,1,5
29,11,2,3,2,2,3,2,3
29,11,3,1,2,3,1,3,4
29,12,1,3,1,3,2,2,1
29,12,2,2,1,2,3,3,1
29,12,3,1,2,1,2,2,3
29,13,1,1,2,2,2,3,1
29,13,2,3,1,1,1,1,1
29,13,3,2,1,3,4,3,2
29,14,1,1,1,2,2,1,5
29,14,2,2,2,2,1,2,3
29,14,3,3,2,3,3,3,4
29,15,1,1,2,1,4,2,4
29,15,2,3,1,1,1,3,3
29,15,3,2,1,3,3,1,2
30,1,1,2,2,1,1,1,5
30,1,2,1,2,2,3,2,5
30,1,3,2,1,3,3,3,4
30,2,1,1,1,1,4,1,3
30,2,2,3,2,2,4,3,2
30,2,3,3,1,3,1,2,1
30,3,1,2,1,1,2,3,4
30,3,2,3,2,3,2,2,5
30,3,3,1,2,2,1,1,3
30,4,1,1,1,1,4,2,2
30,4,2,3,1,1,3,1,2
30,4,3,2,2,3,2,2,1
30,5,1,3,2,2,3,3,4
30,5,2,1,1,3,2,1,3
30,5,3,1,2,2,4,1,5
30,6,1,2,2,1,1,2,1
30,6,2,3,1,2,4,1,1
30,6,3,2,1,3,1,3,1
30,7,1,2,2,1,3,3,5
30,7,2,3,2,3,4,2,4
30,7,3,1,1,3,1,3,4
30,8,1,1,1,2,2,2,2
30,8,2,3,1,2,4,2,4
30,8,3,2,2,3,3,1,3
30,9,1,2,2,1,3,3,2
30,9,2,3,1,2,1,3,3
30,9,3,1,2,1,2,1,2
30,10,1,1,2,2,3,3,5
30,10,2,2,1,3,4,1,4
30,10,3,3,2,1,2,2,4
30,11,1,2,1,3,1,2,5
30,11,2,1,2,3,3,1,3
30,11,3,3,2,1,4,3,5
30,12,1,2,1,2,2,1,2
30,12,2,1,1,3,3,2,1
30,12,3,3,2,1,4,3,1
30,13,1,1,1,1,2,2,4
30,13,2,2,1,2,1,3,5
30,13,3,3,1,1,1,1,3
30,14,1,2,2,2,4,1,2
30,14,2,3,2,3,1,2,1
30,14,3,1,2,3,2,3,2
30,15,1,3,1,1,3,1,1
30,15,2,1,2,2,1,3,3
30,15,3,2,1,1,3,2,1
31,1,1,1,1,3,4,3,3
31,1,2,3,2,1,2,1,5
31,1,3,2,1,2,4,3,4
31,2,1,3,2,2,1,2,2
31,2,2,1,2,2,3,2,1
31,2,3,3,1,3,2,3,3
31,3,1,2,1,3,1,2,4
31,3,2,3,1,1,3,3,5
31,3,3,2,2,2,1,1,5
31,4,1,2,2,3,2,1,2
31,4,2,2,2,1,4,1,2
31,4,3,1,1,2,4,2,4
31,5,1,1,2,1,4,3,4
31,5,2,1,1,2,2,2,5
31,5,3,3,2,3,3,1,4
31,6,1,2,1,3,1,3,2
31,6,2,3,1,2,3,1,3
31,6,3,2,1,1,2,2,1
31,7,1,1,2,1,3,2,3
31,7,2,1,2,3,1,3,5
31,7,3,3,2,2,2,1,4
31,8,1,3,1,1,4,1,2
31,8,2,1,2,3,2,2,1
31,8,3,2,1,2,4,3,2
31,9,1,3,1,3,4,2,3
31,9,2,2,1,1,3,3,3
31,9,3,1,2,2,1,1,1
31,10,1,3,2,3,1,3,5
31,10,2,1,1,2,3,1,5
31,10,3,2,1,1,2,2,4
31,11,1,3,1,1,3,1,1
31,11,2,2,2,3,2,3,3
31,11,3,3,2,2,3,2,2
31,12,1,1,2,2,4,1,1
31,12,2,2,2,1,4,3,1
31,12,3,2,1,3,1,1,2
31,13,1,1,2,1,1,1,4
31,13,2,1,2,2,2,2,5
31,13,3,3,1,3,1,2,3
31,14,1,2,2,1,4,3,3
31,14,2,3,2,3,3,1,5
31,14,3,2,1,2,1,2,5
31,15,1,3,2,1,2,3,4
31,15,2,1,1,1,1,3,2
31,15,3,1,1,3,4,1,2
32,1,1,1,1,3,4,3,1
32,1,2,2,2,3,2,2,3
32,1,3,3,2,1,3,2,1
32,2,1,2,1,2,1,1,4
32,2,2,3,2,2,4,3,4
32,2,3,2,1,2,3,2,5
32,3,1,3,1,3,2,2,5
32,3,2,1,1,1,4,1,3
32,3,3,2,2,2,1,2,3
32,4,1,1,2,1,2,1,3
32,4,2,3,2,3,4,1,2
32,4,3,1,1,2,3,3,1
32,5,1,3,2,2,3,3,2
32,5,2,1,1,1,3,2,2
32,5,3,2,1,2,2,3,1
32,6,1,1,1,1,1,2,4
32,6,2,2,1,3,2,1,4
32,6,3,3,2,3,3,2,5
32,7,1,1,2,3,1,1,1
32,7,2,3,1,2,2,3,2
32,7,3,2,2,1,3,3,1
32,8,1,1,1,1,2,3,5
32,8,2,2,2,3,4,1,4
32,8,3,3,1,2,2,2,3
32,9,1,2,2,3,1,2,5
32,9,2,3,1,3,4,3,4
32,9,3,1,2,2,1,3,3
32,10,1,3,2,1,3,2,2
32,10,2,1,2,1,1,1,2
32,10,3,2,1,2,4,1,1
32,11,1,3,1,1,1,2,5
32,11,2,1,2,3,3,3,4
32,11,3,1,1,2,4,1,5
32,12,1,2,2,1,4,2,2
32,12,2,3,1,2,2,3,1
32,12,3,1,1,3,2,1,3
32,13,1,2,1,2,3,1,1
32,13,2,3,2,3,4,3,3
32,13,3,3,2,1,2,1,1
32,14,1,1,1,3,3,2,3
32,14,2,2,2,1,2,2,4
32,14,3,2,1,2,1,3,5
32,15,1,1,1,3,1,3,2
32,15,2,3,2,2,1,1,2
32,15,3,2,2,2,4,2,4
33,1,1,2,1,3,3,1,4
33,1,2,3,1,1,4,3,5
33,1,3,1,2,3,4,2,5
33,2,1,2,2,1,2,3,3
33,2,2,1,2,2,2,1,1
33,2,3,3,1,1,3,1,3
33,3,1,2,2,2,2,3,5
33,3,2,3,1,3,1,2,4
33,3,3,1,2,1,3,2,3
33,4,1,1,1,2,2,3,4
33,4,2,2,1,3,4,2,2
33,4,3,1,2,1,1,1,4
33,5,1,3,2,2,3,3,2
33,5,2,2,1,1,1,1,1
33,5,3,1,2,3,2,3,1
33,6,1,2,2,2,3,2,5
33,6,2,3,2,1,4,2,5
33,6,3,3,1,3,4,3,3
33,7,1,2,1,2,4,2,3
33,7,2,2,2,3,3,1,3
33,7,3,1,1,1,1,1,5
33,8,1,1,2,2,2,2,2
33,8,2,2,1,3,3,1,1
33,8,3,3,1,1,1,3,1
33,9,1,3,1,2,4,1,4
33,9,2,3,2,3,1,3,2
33,9,3,1,2,2,3,2,4
33,10,1,1,1,1,2,2,2
33,10,2,2,2,1,4,1,1
33,10,3,3,1,2,3,1,3
33,11,1,1,1,1,1,2,4
33,11,2,2,2,3,3,3,5
33,11,3,3,2,3,1,2,4
33,12,1,2,1,3,4,2,1
33,12,2,3,1,2,2,1,2
33,12,3,1,2,1,2,3,2
33,13,1,3,2,1,2,1,5
33,13,2,3,2,3,2,3,3
33,13,3,2,1,2,1,2,5
33,14,1,1,1,3,4,3,5
33,14,2,2,1,1,3,1,4
33,14,3,3,2,2,4,2,3
33,15,1,3,1,1,2,1,1
33,15,2,1,2,2,3,3,1
33,15,3,1,1,3,1,2,2
34,1,1,3,1,3,4,1,2
34,1,2,2,2,1,1,3,2
34,1,3,2,2,2,3,3,4
34,2,1,1,2,3,2,1,1
34,2,2,2,1,1,4,2,3
34,2,3,3,1,2,1,3,1
34,3,1,2,2,1,4,2,3
34,3,2,2,1,3,2,3,4
34,3,3,1,2,2,3,3,5
34,4,1,1,2,1,1,2,3
34,4,2,1,1,2,4,1,3
34,4,3,3,2,3,3,1,5
34,5,1,3,1,1,1,3,5
34,5,2,2,1,3,2,2,4
34,5,3,1,1,3,3,1,4
34,6,1,3,2,2,4,3,2
34,6,2,1,2,3,1,2,1
34,6,3,2,1,1,2,1,2
34,7,1,2,2,1,4,3,4
34,7,2,1,1,2,3,1,5
34,7,3,2,2,2,1,1,5
34,8,1,3,2,3,2,2,3
34,8,2,3,1,1,4,3,1
34,8,3,2,2,2,3,1,2
34,9,1,3,1,2,2,2,1
34,9,2,1,2,3,4,1,1
34,9,3,2,1,3,1,3,3
34,10,1,1,1,1,3,2,2
34,10,2,1,2,1,2,3,2
